firstname,lastname,gender,hobbies,street address,landmark,area,city,state,pincode,country
,,,,,,Siangbali,KANDHAMAL,Odisha,762104,India
,,,,,,Sikaketa,KANDHAMAL,Odisha,762101,India
,,,,,,Simanbadi,KANDHAMAL,Odisha,762104,India
,,,,,,Similipadar,BOUDH,Odisha,762030,India
,,,,,,Sindrigaon,KANDHAMAL,Odisha,762103,India
,,,,,,Siringia,KANDHAMAL,Odisha,762106,India
,,,,,,Sirki,KANDHAMAL,Odisha,762100,India
,,,,,,Sirla,KANDHAMAL,Odisha,762107,India
,,,,,,Sirtiguda,KANDHAMAL,Odisha,762102,India
,,,,,,Sonepur,KANDHAMAL,Odisha,762104,India
,,,,,,Sraniketa,KANDHAMAL,Odisha,762104,India
,,,,,,Srimal,BOUDH,Odisha,762017,India
,,,,,,Sripalla,KANDHAMAL,Odisha,762011,India
,,,,,,Srirampur,KANDHAMAL,Odisha,762105,India
,,,,,,Subarnagiri,KANDHAMAL,Odisha,762105,India
,,,,,,Sudhipada,KANDHAMAL,Odisha,762100,India
,,,,,,Sudra,KANDHAMAL,Odisha,762110,India
,,,,,,Sudreju,KANDHAMAL,Odisha,762002,India
,,,,,,Sudrukumpa,KANDHAMAL,Odisha,762002,India
,,,,,,Sugudabadi,KANDHAMAL,Odisha,762101,India
,,,,,,Sundhipadar,BOUDH,Odisha,762016,India
,,,,,,Tajungia,KANDHAMAL,Odisha,762021,India
,,,,,,Talagaon,KANDHAMAL,Odisha,762012,India
,,,,,,Talapada,KANDHAMAL,Odisha,762002,India
,,,,,,Talarimaha,KANDHAMAL,Odisha,762022,India
,,,,,,Tamangi,KANDHAMAL,Odisha,762021,India
,,,,,,Tekangia,KANDHAMAL,Odisha,762104,India
,,,,,,Telibandha,BOUDH,Odisha,762014,India
,,,,,,Tellapali,KANDHAMAL,Odisha,762011,India
,,,,,,Tentuligarh,KANDHAMAL,Odisha,762010,India
,,,,,,Terabadi,KANDHAMAL,Odisha,762104,India
,,,,,,Tetelenga,BOUDH,Odisha,762014,India
,,,,,,Tiangia,KANDHAMAL,Odisha,762100,India
,,,,,,Tikabali,KANDHAMAL,Odisha,762010,India
,,,,,,Tikarabaju,KANDHAMAL,Odisha,762110,India
,,,,,,Tikiripada,KANDHAMAL,Odisha,762002,India
,,,,,,Tikiripada,BOUDH,Odisha,762026,India
,,,,,,Tilapanga,BOUDH,Odisha,762015,India
,,,,,,Tileswar,BOUDH,Odisha,762013,India
,,,,,,Tillory,KANDHAMAL,Odisha,762103,India
,,,,,,Titrapanga,KANDHAMAL,Odisha,762029,India
,,,,,,Tudipaju,KANDHAMAL,Odisha,762002,India
,,,,,,Tumudibandha,KANDHAMAL,Odisha,762107,India
,,,,,,Tundmal,BOUDH,Odisha,762016,India
,,,,,,Uden,BOUDH,Odisha,762018,India
,,,,,,Uma,BOUDH,Odisha,762018,India
,,,,,,Adajori,RAYAGADA,Odisha,765015,India
,,,,,,Adhagam,GAJAPATI,Odisha,761215,India
,,,,,,Agarkhandi,GAJAPATI,Odisha,761211,India
,,,,,,Agula,RAYAGADA,Odisha,765020,India
,,,,,,Ajayagada,GAJAPATI,Odisha,761207,India
,,,,,,Akhusingi,RAYAGADA,Odisha,765025,India
,,,,,,Ambabadi,RAYAGADA,Odisha,765025,India
,,,,,,Ambadola,RAYAGADA,Odisha,765021,India
,,,,,,Ambajhari,GAJAPATI,Odisha,761207,India
,,,,,,Anagha,GAJAPATI,Odisha,761016,India
,,,,,,Anguru,GAJAPATI,Odisha,761016,India
,,,,,,Antamoda,RAYAGADA,Odisha,765017,India
,,,,,,Antaraba,GAJAPATI,Odisha,761017,India
,,,,,,Ariba,GAJAPATI,Odisha,761211,India
,,,,,,Asada,RAYAGADA,Odisha,765026,India
,,,,,,Ashrayagada,GAJAPATI,Odisha,761207,India
,,,,,,Attarsingi,GAJAPATI,Odisha,761016,India
,,,,,,B.Alubadi,RAYAGADA,Odisha,765017,India
,,,,,,B.Bandili,RAYAGADA,Odisha,765020,India
,,,,,,B.Gotiguda,RAYAGADA,Odisha,765019,India
,,,,,,B.Haluva,RAYAGADA,Odisha,765002,India
,,,,,,B.Khillapadar,RAYAGADA,Odisha,765017,India
,,,,,,B.Sitapur,GAJAPATI,Odisha,761201,India
,,,,,,Badakhani,GAJAPATI,Odisha,761015,India
,,,,,,Badakolkote,GAJAPATI,Odisha,761207,India
,,,,,,Badapada,GAJAPATI,Odisha,761214,India
,,,,,,Badapankal,RAYAGADA,Odisha,765026,India
,,,,,,Badasindhiba,GAJAPATI,Odisha,761017,India
,,,,,,Badigam,GAJAPATI,Odisha,761206,India
,,,,,,Baghmari,GAJAPATI,Odisha,761017,India
,,,,,,Bagusala,RAYAGADA,Odisha,765033,India
,,,,,,Bagusola,GAJAPATI,Odisha,761211,India
,,,,,,Baijhola,GAJAPATI,Odisha,761206,India
,,,,,,Bankamba,RAYAGADA,Odisha,765015,India
,,,,,,Bankili,RAYAGADA,Odisha,765029,India
,,,,,,Bapenbadi,GAJAPATI,Odisha,761208,India
,,,,,,Batalpur,RAYAGADA,Odisha,765019,India
,,,,,,Batisiripur,GAJAPATI,Odisha,761211,India
,,,,,,Bellamguda,RAYAGADA,Odisha,765026,India
,,,,,,Betarsingi,GAJAPATI,Odisha,761016,India
,,,,,,Bethiapada,RAYAGADA,Odisha,765019,India
,,,,,,Bhairabguda,RAYAGADA,Odisha,765020,India
,,,,,,Bhamini,RAYAGADA,Odisha,765024,India
,,,,,,Bhimpur,RAYAGADA,Odisha,765033,India
,,,,,,Bhoimada,RAYAGADA,Odisha,765029,India
,,,,,,Bhupati Laxmipur,GAJAPATI,Odisha,761206,India
,,,,,,Bhuskudi,GAJAPATI,Odisha,761210,India
,,,,,,Bichikote,RAYAGADA,Odisha,765024,India
,,,,,,Bijapur,RAYAGADA,Odisha,765026,India
,,,,,,Bikrampur,RAYAGADA,Odisha,764062,India
,,,,,,Bilamala,RAYAGADA,Odisha,765015,India
,,,,,,Biripadar,RAYAGADA,Odisha,765025,India
,,,,,,Birujango,GAJAPATI,Odisha,761213,India
,,,,,,Bissamcuttack,RAYAGADA,Odisha,765019,India
,,,,,,Bomika,GAJAPATI,Odisha,761211,India
,,,,,,Budaguda,RAYAGADA,Odisha,765017,India
,,,,,,Budubali,RAYAGADA,Odisha,765020,India
,,,,,,Buduni,RAYAGADA,Odisha,765018,India
,,,,,,Buthingi,RAYAGADA,Odisha,765023,India
,,,,,,Chalakamba,RAYAGADA,Odisha,765033,India
,,,,,,Chandgiri,RAYAGADA,Odisha,765015,India
,,,,,,Chandiput,GAJAPATI,Odisha,761017,India
,,,,,,Chandragiri,RAYAGADA,Odisha,765015,India
,,,,,,Chandragiri,GAJAPATI,Odisha,761017,India
,,,,,,Chandrapur,RAYAGADA,Odisha,765020,India
,,,,,,Chatikona,RAYAGADA,Odisha,765019,India
,,,,,,Chellagada,GAJAPATI,Odisha,761016,India
,,,,,,Chelligada,GAJAPATI,Odisha,761017,India
,,,,,,Chinasari,RAYAGADA,Odisha,765022,India
,,,,,,Chitrakar Street,GAJAPATI,Odisha,761200,India
,,,,,,D.Panga,RAYAGADA,Odisha,765016,India
,,,,,,Dambala,GAJAPATI,Odisha,761212,India
,,,,,,Dambasora,RAYAGADA,Odisha,765033,India
,,,,,,Dangaladi,RAYAGADA,Odisha,765017,India
,,,,,,Dangasorada,RAYAGADA,Odisha,765020,India
,,,,,,Darba,GAJAPATI,Odisha,761017,India
,,,,,,Derigam,RAYAGADA,Odisha,765024,India
,,,,,,Devadala,GAJAPATI,Odisha,761208,India
,,,,,,Dhadhiambo,GAJAPATI,Odisha,761017,India
,,,,,,Dhepaguda,RAYAGADA,Odisha,765026,India
,,,,,,Dohikhal,RAYAGADA,Odisha,765020,India
,,,,,,Dondili,RAYAGADA,Odisha,765017,India
,,,,,,Dongasil,RAYAGADA,Odisha,765015,India
,,,,,,Dukum,RAYAGADA,Odisha,765019,India
,,,,,,Dumuriguda,RAYAGADA,Odisha,765018,India
,,,,,,Dumurineli,RAYAGADA,Odisha,765019,India
,,,,,,Durgi,RAYAGADA,Odisha,765019,India
,,,,,,Engarsingi,GAJAPATI,Odisha,761212,India
,,,,,,G.Gulumunda,RAYAGADA,Odisha,765029,India
,,,,,,G.Laxmipur,RAYAGADA,Odisha,765024,India
,,,,,,G.Padar,RAYAGADA,Odisha,765034,India
,,,,,,G.Seshkhal,RAYAGADA,Odisha,765017,India
,,,,,,Gaiba,GAJAPATI,Odisha,761208,India
,,,,,,Gajigaon,RAYAGADA,Odisha,765002,India
,,,,,,Gangabad,GAJAPATI,Odisha,761212,India
,,,,,,Garabandha,GAJAPATI,Odisha,761215,India
,,,,,,Gayaljuba,GAJAPATI,Odisha,761212,India
,,,,,,Ghanatri,RAYAGADA,Odisha,765033,India
,,,,,,Godiabandha,RAYAGADA,Odisha,765025,India
,,,,,,Godiakhal,RAYAGADA,Odisha,765022,India
,,,,,,Godibali,RAYAGADA,Odisha,765015,India
,,,,,,Gogupada,RAYAGADA,Odisha,765029,India
,,,,,,Gondahati,GAJAPATI,Odisha,761215,India
,,,,,,Goppilli Rampa,GAJAPATI,Odisha,761215,India
,,,,,,Gorakhpur,RAYAGADA,Odisha,765015,India
,,,,,,Goribandha,GAJAPATI,Odisha,761206,India
,,,,,,Gosani,GAJAPATI,Odisha,761210,India
,,,,,,Gudari,RAYAGADA,Odisha,765026,India
,,,,,,Gulli,GAJAPATI,Odisha,761214,India
,,,,,,Guluguda,RAYAGADA,Odisha,765025,India
,,,,,,Gulunthi,RAYAGADA,Odisha,765029,India
,,,,,,Gumma Gajapati,GAJAPATI,Odisha,761207,India
,,,,,,Gunupur,RAYAGADA,Odisha,765022,India
,,,,,,Gurandi,GAJAPATI,Odisha,761210,India
,,,,,,H.Donga,RAYAGADA,Odisha,765019,India
,,,,,,Hadubhangi,GAJAPATI,Odisha,761208,India
,,,,,,Halva,RAYAGADA,Odisha,765002,India
,,,,,,Hanumanthpur,RAYAGADA,Odisha,765020,India
,,,,,,Hatamuniguda,RAYAGADA,Odisha,765020,India
,,,,,,Hatikhamba,RAYAGADA,Odisha,765029,India
,,,,,,Hospital Road Gajapati,GAJAPATI,Odisha,761200,India
,,,,,,Ichhapur,RAYAGADA,Odisha,765021,India
,,,,,,Indupur,RAYAGADA,Odisha,765025,India
,,,,,,J.D.Pentho,RAYAGADA,Odisha,765002,India
,,,,,,J.K.Pur Bazar,RAYAGADA,Odisha,765017,India
,,,,,,J.K.Pur,RAYAGADA,Odisha,765017,India
,,,,,,Jaganathpur,RAYAGADA,Odisha,765016,India
,,,,,,Jaganathpur,RAYAGADA,Odisha,765034,India
,,,,,,Jagdalpur,RAYAGADA,Odisha,765020,India
,,,,,,Jallango,GAJAPATI,Odisha,761213,India
,,,,,,Jaltar,RAYAGADA,Odisha,765022,India
,,,,,,Jammi,GAJAPATI,Odisha,761201,India
,,,,,,Jangalpadu,GAJAPATI,Odisha,761210,India
,,,,,,Jangam Street,GAJAPATI,Odisha,761200,India
,,,,,,Jarapa,RAYAGADA,Odisha,765020,India
,,,,,,Jathili,RAYAGADA,Odisha,765025,India
,,,,,,Jeeba,GAJAPATI,Odisha,761201,India
,,,,,,Jeerango,GAJAPATI,Odisha,761212,India
,,,,,,Jeerango Colony,GAJAPATI,Odisha,761017,India
,,,,,,Jhalarasingi,GAJAPATI,Odisha,761214,India
,,,,,,Jhigidi,RAYAGADA,Odisha,765019,India
,,,,,,Jilunda,RAYAGADA,Odisha,765017,India
,,,,,,Jogipadu,GAJAPATI,Odisha,761201,India
,,,,,,K.Dhamuni,RAYAGADA,Odisha,765019,India
,,,,,,K.Golmi,RAYAGADA,Odisha,765019,India
,,,,,,K.Gumma,RAYAGADA,Odisha,765002,India
,,,,,,K.Kota,RAYAGADA,Odisha,765029,India
,,,,,,K.Singhpur,RAYAGADA,Odisha,765016,India
,,,,,,K.Sitapur,GAJAPATI,Odisha,761208,India
,,,,,,Kachapai,RAYAGADA,Odisha,765019,India
,,,,,,Kakasingi,GAJAPATI,Odisha,761016,India
,,,,,,Kampara,RAYAGADA,Odisha,765015,India
,,,,,,Kankubadi,RAYAGADA,Odisha,765019,India
,,,,,,Karadasingi,GAJAPATI,Odisha,761213,India
,,,,,,Karasandha,GAJAPATI,Odisha,761211,India
,,,,,,Karini,RAYAGADA,Odisha,765025,India
,,,,,,Karlaghati,RAYAGADA,Odisha,765026,India
,,,,,,Karubai,RAYAGADA,Odisha,765017,India
,,,,,,Kashinagar Gajapati,GAJAPATI,Odisha,761206,India
,,,,,,Kashipur,RAYAGADA,Odisha,765015,India
,,,,,,Katiki,RAYAGADA,Odisha,765029,India
,,,,,,Kerada,RAYAGADA,Odisha,765002,India
,,,,,,Keradango,GAJAPATI,Odisha,761214,India
,,,,,,Kerandi,GAJAPATI,Odisha,761201,India
,,,,,,Khaira,RAYAGADA,Odisha,765033,India
,,,,,,Khajuripada,GAJAPATI,Odisha,761214,India
,,,,,,Khambariguda,RAYAGADA,Odisha,765025,India
,,,,,,Khandava,GAJAPATI,Odisha,761206,India
,,,,,,Kharada,GAJAPATI,Odisha,761208,India
,,,,,,Khariguda,RAYAGADA,Odisha,765026,India
,,,,,,Kharlingi,RAYAGADA,Odisha,765022,India
,,,,,,Khilapadar,RAYAGADA,Odisha,765025,India
,,,,,,Khillingrai,RAYAGADA,Odisha,765025,India
,,,,,,Kinalodi,RAYAGADA,Odisha,765026,India
,,,,,,Kinarimada,RAYAGADA,Odisha,765029,India
,,,,,,Kinchilingi,GAJAPATI,Odisha,761215,India
,,,,,,Kinigam,GAJAPATI,Odisha,761206,India
,,,,,,Kitingi,GAJAPATI,Odisha,761206,India
,,,,,,Kodama,RAYAGADA,Odisha,765026,India
,,,,,,Kodipari,RAYAGADA,Odisha,765015,India
,,,,,,Koinpur,GAJAPATI,Odisha,761212,India
,,,,,,Kolia,GAJAPATI,Odisha,761206,India
,,,,,,Kolnara,RAYAGADA,Odisha,765017,India
,,,,,,Komtalpeta,RAYAGADA,Odisha,765017,India
,,,,,,Konabai,RAYAGADA,Odisha,765019,India
,,,,,,Kondajam,RAYAGADA,Odisha,765029,India
,,,,,,Korapa,RAYAGADA,Odisha,765016,India
,,,,,,Kothapeta,RAYAGADA,Odisha,765017,India
,,,,,,Krishnachandrapur,GAJAPATI,Odisha,761207,India
,,,,,,Kuchipadar,RAYAGADA,Odisha,765015,India
,,,,,,Kujasingi,GAJAPATI,Odisha,761213,India
,,,,,,Kujendri,RAYAGADA,Odisha,765023,India
,,,,,,Kulusingi,RAYAGADA,Odisha,765022,India
,,,,,,Kumbhikota,RAYAGADA,Odisha,765002,India
,,,,,,Kumudabali,RAYAGADA,Odisha,765020,India
,,,,,,Kumulusingi,GAJAPATI,Odisha,761213,India
,,,,,,Kurli,RAYAGADA,Odisha,765019,India
,,,,,,Kuruguba,GAJAPATI,Odisha,761212,India
,,,,,,Kutraguda,RAYAGADA,Odisha,765020,India
,,,,,,Kutuli,RAYAGADA,Odisha,765002,India
,,,,,,Laba,RAYAGADA,Odisha,765033,India
,,,,,,Labanyagada,GAJAPATI,Odisha,761215,India
,,,,,,Laduru,GAJAPATI,Odisha,761015,India
,,,,,,Lalusahi,GAJAPATI,Odisha,761212,India
,,,,,,Laxmipur,GAJAPATI,Odisha,761212,India
,,,,,,Laxmipur,RAYAGADA,Odisha,765020,India
,,,,,,Liligada,GAJAPATI,Odisha,761015,India
,,,,,,Limapadar,RAYAGADA,Odisha,765024,India
,,,,,,Loba,GAJAPATI,Odisha,761016,India
,,,,,,Luhagudi,GAJAPATI,Odisha,761015,India
,,,,,,M.Khillingrai,RAYAGADA,Odisha,765026,India
,,,,,,M.Patraguda,RAYAGADA,Odisha,765020,India
,,,,,,Madhuban,RAYAGADA,Odisha,765026,India
,,,,,,Madhusudanpur,GAJAPATI,Odisha,761211,India
,,,,,,Mahendragada,GAJAPATI,Odisha,761017,India
,,,,,,Maikanch,RAYAGADA,Odisha,765015,India
,,,,,,Majhiguda,RAYAGADA,Odisha,765017,India
,,,,,,Malasapadar,GAJAPATI,Odisha,761015,India
,,,,,,Mandibisi,RAYAGADA,Odisha,765015,India
,,,,,,Mangarajpur,GAJAPATI,Odisha,761016,India
,,,,,,Mansugaon,RAYAGADA,Odisha,765015,India
,,,,,,Marathiguda,RAYAGADA,Odisha,765022,India
,,,,,,Marlaba,GAJAPATI,Odisha,761213,India
,,,,,,Marma,RAYAGADA,Odisha,765034,India
,,,,,,Mirabali,RAYAGADA,Odisha,765017,India
,,,,,,Mochamera,GAJAPATI,Odisha,761211,India
,,,,,,Mudumudia,GAJAPATI,Odisha,761015,India
,,,,,,Mundakota,RAYAGADA,Odisha,765019,India
,,,,,,Muniguda,RAYAGADA,Odisha,765020,India
,,,,,,Munisingi,GAJAPATI,Odisha,761207,India
,,,,,,Murtuli,RAYAGADA,Odisha,765019,India
,,,,,,Naira,RAYAGADA,Odisha,765024,India
,,,,,,Naktiguda,RAYAGADA,Odisha,765015,India
,,,,,,Namagari,GAJAPATI,Odisha,761211,India
,,,,,,Narayanapur (Gajapati),GAJAPATI,Odisha,761212,India
,,,,,,Narayanpur,RAYAGADA,Odisha,765016,India
,,,,,,Neelamguda,RAYAGADA,Odisha,765023,India
,,,,,,Nuagada,GAJAPATI,Odisha,761214,India
,,,,,,Nuaguda,RAYAGADA,Odisha,765025,India
,,,,,,Odava,GAJAPATI,Odisha,761217,India
,,,,,,Omadingi,RAYAGADA,Odisha,765023,India
,,,,,,P.Dokuluguda,RAYAGADA,Odisha,765019,India
,,,,,,P.Govindapur,GAJAPATI,Odisha,761015,India
,,,,,,Padmapur,RAYAGADA,Odisha,765025,India
,,,,,,Paikapada,RAYAGADA,Odisha,765018,India
,,,,,,Panasaguda,RAYAGADA,Odisha,765023,India
,,,,,,Panchali,RAYAGADA,Odisha,765015,India
,,,,,,Panichatra,RAYAGADA,Odisha,765029,India
,,,,,,Paralakhemundi Bus Stand,GAJAPATI,Odisha,761200,India
,,,,,,Parida,GAJAPATI,Odisha,761208,India
,,,,,,Parimal,GAJAPATI,Odisha,761016,India
,,,,,,Parisola,GAJAPATI,Odisha,761213,India
,,,,,,Parisola,GAJAPATI,Odisha,761016,India
,,,,,,Parlakhemundi,GANJAM,Odisha,761200,India
,,,,,,Patikota,GAJAPATI,Odisha,761211,India
,,,,,,Patraguda,RAYAGADA,Odisha,765019,India
,,,,,,Pedakotturu,GAJAPATI,Odisha,761215,India
,,,,,,Penakham,RAYAGADA,Odisha,765023,India
,,,,,,Pendili,RAYAGADA,Odisha,765026,India
,,,,,,Penta,RAYAGADA,Odisha,765019,India
,,,,,,Perupanga,RAYAGADA,Odisha,765025,India
,,,,,,Pindkii,GAJAPATI,Odisha,761015,India
,,,,,,Pipalguda,RAYAGADA,Odisha,765017,India
,,,,,,Piskapanga,RAYAGADA,Odisha,765019,India
,,,,,,Pitamahal,RAYAGADA,Odisha,765002,India
,,,,,,Podapari,RAYAGADA,Odisha,765015,India
,,,,,,Polama,RAYAGADA,Odisha,765016,India
,,,,,,Pothara,GAJAPATI,Odisha,761212,India
,,,,,,Pujariguda,RAYAGADA,Odisha,765016,India
,,,,,,Puttasingi,RAYAGADA,Odisha,765022,India
,,,,,,Puturupada,GAJAPATI,Odisha,761016,India
,,,,,,"R K Nagar, Rayagada",RAYAGADA,Odisha,765001,India
,,,,,,R Sitapur,GAJAPATI,Odisha,761211,India
,,,,,,R.Udayagiri,GAJAPATI,Odisha,761016,India
,,,,,,Raghubari,RAYAGADA,Odisha,765021,India
,,,,,,Ramagiri,GAJAPATI,Odisha,761016,India
,,,,,,Ramanaguda,RAYAGADA,Odisha,765029,India
,,,,,,Ranadevi,GAJAPATI,Odisha,761211,India
,,,,,,Ranalai,GAJAPATI,Odisha,761017,India
,,,,,,Randiba,GAJAPATI,Odisha,761016,India
,,,,,,Ranipeta,GAJAPATI,Odisha,761201,India
,,,,,,Rasibad,GAJAPATI,Odisha,761212,India
,,,,,,Rayagada Bazar,RAYAGADA,Odisha,765001,India
,,,,,,Rayagada College,RAYAGADA,Odisha,765001,India
,,,,,,Rayagada Gandhinagar,RAYAGADA,Odisha,765001,India
,,,,,,Rayagada S.F.,RAYAGADA,Odisha,765002,India
,,,,,,Rayagada,GAJAPATI,Odisha,761213,India
,,,,,,Rayagada(K),RAYAGADA,Odisha,765001,India
,,,,,,Regada,RAYAGADA,Odisha,765022,India
,,,,,,Rekhapadar,RAYAGADA,Odisha,765029,India
,,,,,,Renga,RAYAGADA,Odisha,765015,India
,,,,,,S.Dhamini,RAYAGADA,Odisha,765029,India
,,,,,,S.S.Khal,RAYAGADA,Odisha,765002,India
,,,,,,Sabara,GAJAPATI,Odisha,761215,India
,,,,,,Sabarapalli,GAJAPATI,Odisha,761016,India
,,,,,,Sagada,RAYAGADA,Odisha,765022,India
,,,,,,Sahada,RAYAGADA,Odisha,765019,India
,,,,,,Sailada,GAJAPATI,Odisha,761211,India
,,,,,,Sambalapur (GM),GAJAPATI,Odisha,761016,India
,,,,,,Sanahuma,RAYAGADA,Odisha,765026,India
,,,,,,Sankarada,RAYAGADA,Odisha,765015,India
,,,,,,Sansada,GAJAPATI,Odisha,761212,India
,,,,,,Saradapur,GAJAPATI,Odisha,761210,India
,,,,,,Seranga,GAJAPATI,Odisha,761207,India
,,,,,,Serjholi,RAYAGADA,Odisha,764062,India
,,,,,,Siali,GAJAPATI,Odisha,761206,India
,,,,,,Sialilati,GAJAPATI,Odisha,761017,India
,,,,,,Sidhamadango,GAJAPATI,Odisha,761201,India
,,,,,,Sikarpai,RAYAGADA,Odisha,765017,India
,,,,,,Sindhiba,GAJAPATI,Odisha,761207,India
,,,,,,Singari,RAYAGADA,Odisha,765016,India
,,,,,,Singipur,GAJAPATI,Odisha,761215,India
,,,,,,Sinkulipadar,GAJAPATI,Odisha,761015,India
,,,,,,Siriguda,RAYAGADA,Odisha,765026,India
,,,,,,Sirigumma,RAYAGADA,Odisha,765017,India
,,,,,,Siripai,RAYAGADA,Odisha,765015,India
,,,,,,Station Road Paralakhemundi,GAJAPATI,Odisha,761201,India
,,,,,,Sulava,RAYAGADA,Odisha,765002,India
,,,,,,Sunakhandi,RAYAGADA,Odisha,765016,India
,,,,,,Sunger,RAYAGADA,Odisha,765015,India
,,,,,,Suri,RAYAGADA,Odisha,765017,India
,,,,,,T.Padar,RAYAGADA,Odisha,765020,India
,,,,,,Tabalaguda,RAYAGADA,Odisha,765025,India
,,,,,,Tabarada,GAJAPATI,Odisha,761214,India
,,,,,,Tabarasingi,GAJAPATI,Odisha,761016,India
,,,,,,Talamunda,GAJAPATI,Odisha,761212,India
,,,,,,Tampakaviti,GAJAPATI,Odisha,761211,India
,,,,,,Tarangada,GAJAPATI,Odisha,761201,India
,,,,,,Taribili,RAYAGADA,Odisha,765022,India
,,,,,,Tatipati,GAJAPATI,Odisha,761210,India
,,,,,,Tembaguda,RAYAGADA,Odisha,765025,India
,,,,,,Therubali,RAYAGADA,Odisha,765018,India
,,,,,,Tiitmari,RAYAGADA,Odisha,765033,India
,,,,,,Tikiri,RAYAGADA,Odisha,765015,India
,,,,,,Todama,RAYAGADA,Odisha,765002,India
,,,,,,Tolana,RAYAGADA,Odisha,765022,India
,,,,,,Tumula,GAJAPATI,Odisha,761207,India
,,,,,,Turaighati,RAYAGADA,Odisha,765015,India
,,,,,,Ukkamba,RAYAGADA,Odisha,765024,India
,,,,,,Uppalada,GAJAPATI,Odisha,761211,India
,,,,,,Valada,GAJAPATI,Odisha,761206,India
,,,,,,Adabahal,BALANGIR,Odisha,767066,India
,,,,,,Agalapali,BALANGIR,Odisha,767020,India
,,,,,,Agalpur,BALANGIR,Odisha,767022,India
,,,,,,Alanda,BALANGIR,Odisha,767033,India
,,,,,,Amarpali,SONAPUR,Odisha,767018,India
,,,,,,Ampali,BALANGIR,Odisha,767032,India
,,,,,,Ankriapadar,BALANGIR,Odisha,767002,India
,,,,,,Arjunda,BALANGIR,Odisha,767016,India
,,,,,,Arjunpur,BALANGIR,Odisha,767067,India
,,,,,,Atgaon,BALANGIR,Odisha,767002,India
,,,,,,B.Fatkara,BALANGIR,Odisha,767002,India
,,,,,,B.Sibtala,SONAPUR,Odisha,767016,India
,,,,,,Babupali,SONAPUR,Odisha,767045,India
,,,,,,Badangomunda,BALANGIR,Odisha,767030,India
,,,,,,Badbahal,BALANGIR,Odisha,767067,India
,,,,,,Badbandh,BALANGIR,Odisha,767029,India
,,,,,,Badbanki,BALANGIR,Odisha,767060,India
,,,,,,Badbhainro,SONAPUR,Odisha,767016,India
,,,,,,Baddakala,BALANGIR,Odisha,767038,India
,,,,,,Badibahal,BALANGIR,Odisha,767020,India
,,,,,,Badimunda,BALANGIR,Odisha,767020,India
,,,,,,Badkarle,SONAPUR,Odisha,767045,India
,,,,,,Badsaimara,BALANGIR,Odisha,767037,India
,,,,,,Badtika,BALANGIR,Odisha,767020,India
,,,,,,Bagbar,SONAPUR,Odisha,767018,India
,,,,,,Bagdor,BALANGIR,Odisha,767026,India
,,,,,,Bagmund,BALANGIR,Odisha,767025,India
,,,,,,Bahabal,BALANGIR,Odisha,767026,India
,,,,,,Bahalpadar,BALANGIR,Odisha,767002,India
,,,,,,Baidipali,BALANGIR,Odisha,767024,India
,,,,,,Baidyanath,SONAPUR,Odisha,767017,India
,,,,,,Bairasar,SONAPUR,Odisha,767016,India
,,,,,,Bakti,BALANGIR,Odisha,767021,India
,,,,,,Balangir Court,BALANGIR,Odisha,767001,India
,,,,,,Balangir,BALANGIR,Odisha,767001,India
,,,,,,Balangir RS,BALANGIR,Odisha,767001,India
,,,,,,Balipata,BALANGIR,Odisha,767025,India
,,,,,,Banaimunda,BALANGIR,Odisha,767025,India
,,,,,,Bandhpara,BALANGIR,Odisha,767029,India
,,,,,,Banganmura,BALANGIR,Odisha,767040,India
,,,,,,Bankel,BALANGIR,Odisha,767037,India
,,,,,,Bankigirdi,SONAPUR,Odisha,767045,India
,,,,,,Bankipali,SONAPUR,Odisha,767023,India
,,,,,,Barbahal,BALANGIR,Odisha,767027,India
,,,,,,Barpadar,BALANGIR,Odisha,767041,India
,,,,,,Barpudigia,BALANGIR,Odisha,767024,India
,,,,,,Batharla,BALANGIR,Odisha,767025,India
,,,,,,Bausuni,SONAPUR,Odisha,767019,India
,,,,,,Beheramal,SONAPUR,Odisha,767023,India
,,,,,,Belgaon,BALANGIR,Odisha,767032,India
,,,,,,Belpara,BALANGIR,Odisha,767040,India
,,,,,,Belpara,BALANGIR,Odisha,767026,India
,,,,,,Bender,BALANGIR,Odisha,767038,India
,,,,,,Bendra,BALANGIR,Odisha,767021,India
,,,,,,Bhadra,BALANGIR,Odisha,767032,India
,,,,,,Bhainsa (Balangir),BALANGIR,Odisha,767048,India
,,,,,,Bhaler,BALANGIR,Odisha,767002,India
,,,,,,Bhalumunda,BALANGIR,Odisha,767040,India
,,,,,,Bhandar,SONAPUR,Odisha,767019,India
,,,,,,Bhanpur,BALANGIR,Odisha,767028,India
,,,,,,Bharsuja,BALANGIR,Odisha,767061,India
,,,,,,Bhatipara,BALANGIR,Odisha,767042,India
,,,,,,Bhimtikra,SONAPUR,Odisha,767019,India
,,,,,,Bhundimuhan,BALANGIR,Odisha,767048,India
,,,,,,Bhursaguda,BALANGIR,Odisha,767035,India
,,,,,,Bhutiarbahal,BALANGIR,Odisha,767029,India
,,,,,,Bichhubahali,BALANGIR,Odisha,767039,India
,,,,,,Bidighat,BALANGIR,Odisha,767024,India
,,,,,,Bijepur,BALANGIR,Odisha,767033,India
,,,,,,Bileisarda,BALANGIR,Odisha,767071,India
,,,,,,Binekela,BALANGIR,Odisha,767033,India
